Player,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2nd Serve Points Won,% Service Games Won,Aces Per Match,Avg Double Faults/Match,Surface
Andrei Olhovskiy,267.2,58.50%,76.00%,48.70%,81.80%,7.3,5.1,Hard
James Ward,267.2,60.80%,71.90%,50.30%,79.90%,7.6,3.3,Hard
Paradorn Srichaphan,267.2,59.10%,74.30%,49.80%,80.80%,7.5,4.3,Hard
Hyung-Taik Lee,266.8,66.40%,68.90%,51.60%,78.60%,3.7,2.4,Hard
Jan Siemerink,266.7,58.10%,75.90%,48.60%,82.90%,7.5,6.3,Hard
Ryan Harrison,266.6,61.20%,72.00%,49.60%,79.70%,7.5,3.4,Hard
Petr Korda,266.6,54.10%,79.10%,47.50%,84.50%,9.4,8,Hard
Jason Stoltenberg,266.2,58.60%,76.90%,47.10%,81.00%,7.3,4.7,Hard
Andrei Medvedev,265.8,57.50%,77.30%,46.40%,81.50%,9.4,6.3,Hard
Guillermo Garcia-Lopez,265.5,60.90%,74.00%,49.40%,80.00%,5.3,4.1,Hard
Jonas Bjorkman,265.4,61.70%,72.60%,49.60%,80.70%,5.1,4.3,Hard
Arnaud Clement,265,58.00%,73.10%,50.80%,80.20%,5.9,3,Hard
Alex Bogdanovic,265,65.20%,70.10%,49.40%,77.60%,5.9,3.2,Hard
Andrei Pavel,265,64.10%,71.50%,47.80%,78.30%,6.5,3.2,Hard
Andrey Rublev,264.7,61.00%,68.80%,53.10%,77.70%,7.4,3.3,Hard
Daniel Evans,264.3,62.40%,71.30%,50.50%,78.30%,6,4.2,Hard
Raemon Sluiter,264.3,59.90%,73.00%,50.60%,78.50%,6.6,4.3,Hard
Daniel Nestor,264.2,60.20%,75.50%,46.70%,80.60%,7.6,6.4,Hard
Olivier Rochus,264.2,61.80%,69.50%,53.70%,79.70%,2.1,2.6,Hard
Arnaud Boetsch,264.1,60.20%,74.40%,48.40%,81.60%,5.5,6,Hard
Justin Gimelstob,263.9,58.40%,74.80%,46.90%,80.30%,8.4,4.9,Hard
Jan Hernych,263.8,67.10%,65.90%,52.70%,76.20%,4.1,2.2,Hard
Fabrice Santoro,263.8,61.40%,70.10%,52.00%,79.60%,2.9,2.2,Hard
Sargis Sargsian,263.6,58.30%,73.60%,50.60%,79.10%,5.9,3.9,Hard
Jerome Golmard,263.2,60.70%,71.30%,50.70%,79.40%,6,4.9,Hard
Mark Woodforde,263.2,58.00%,74.60%,49.20%,81.00%,5.5,5.1,Hard
Robby Ginepri,262.8,62.80%,70.30%,49.00%,77.00%,6.1,2.4,Hard
Laurence Tieleman,262.8,53.30%,77.70%,49.40%,81.00%,7.3,5.9,Hard
Nicolas Escude,262.7,59.20%,75.20%,46.30%,81.10%,6.6,5.7,Hard
David Prinosil,262.7,50.70%,79.70%,48.50%,83.40%,8.5,8.1,Hard
Denis Kudla,262.3,56.40%,71.20%,53.80%,78.40%,6.3,3.8,Hard
Hicham Arazi,261.7,60.60%,70.50%,50.40%,78.30%,4.9,3,Hard
Nikolay Davydenko,261.4,64.60%,70.80%,47.90%,77.20%,5.4,4.5,Hard
Matthew Ebden,261.4,62.50%,72.70%,47.20%,78.40%,5.9,5.3,Hard
Jeremy Bates,261.2,60.20%,72.00%,49.40%,80.10%,3.9,4.4,Hard
Richey Reneberg,261.2,57.00%,73.40%,49.50%,80.30%,5.6,4.6,Hard
Alejandro Falla,260.9,63.20%,69.70%,49.90%,76.80%,4,2.7,Hard
Guillaume Raoux,260.9,55.90%,73.90%,50.30%,81.10%,4.6,4.9,Hard
Paul Haarhuis,260,61.70%,71.30%,48.10%,78.80%,4.4,4.3,Hard
Albert Ramos-Vinolas,260,64.80%,67.10%,49.90%,75.90%,5.7,3.4,Hard
Dudi Sela,260,61.00%,70.10%,52.40%,76.60%,2.8,2.9,Hard
Karol Beck,259.9,56.60%,73.90%,48.50%,77.10%,8.7,4.9,Hard
David Nalbandian,259.8,59.80%,69.90%,52.30%,77.40%,4.6,4.2,Hard
Davide Sanguinetti,259.6,57.40%,74.10%,47.00%,78.00%,7.1,4,Hard
Scott Draper,258.3,55.50%,75.30%,47.40%,77.50%,7.4,4.8,Hard
Donald Young,258.1,62.00%,69.40%,49.30%,76.80%,3.9,3.3,Hard
Karol Kucera,256.9,56.50%,72.50%,49.60%,77.50%,5.7,4.9,Hard
Marton Fucsovics,256.9,55.00%,73.70%,49.50%,76.80%,7.3,5.4,Hard
Diego Schwartzman,256.7,64.10%,67.60%,52.00%,73.80%,2.5,3.3,Hard
Vincent Spadea,256.2,60.50%,67.60%,51.60%,76.00%,3.8,3.3,Hard
Magnus Gustafsson,255.7,63.40%,69.50%,46.40%,77.20%,4.7,5.5,Hard
Nikoloz Basilashvili,255.4,62.90%,66.20%,52.80%,74.70%,3.5,4.7,Hard
Cristian Garin,255,59.20%,68.30%,49.50%,75.20%,6.4,3.6,Hard
Fabio Fognini,254.4,61.40%,69.20%,48.80%,74.70%,5.4,5.1,Hard
Michael Chang,254,56.90%,70.10%,49.70%,75.80%,4.5,3,Hard
Byron Black,253.6,58.80%,69.70%,49.30%,76.00%,3.8,4,Hard
Michael Russell,253,64.40%,65.90%,50.60%,71.70%,4,3.6,Hard
Todd Woodbridge,251.8,57.30%,73.50%,45.50%,77.80%,4.5,6.8,Hard
Jannik Sinner,251.6,60.30%,57.10%,65.20%,70.00%,1,2,Hard
Alexander Volkov,250.3,51.80%,75.20%,46.50%,77.30%,6.1,6.6,Hard
Hendrik Dreekmann,250,47.80%,76.30%,47.90%,77.30%,7.7,7,Hard
Pablo Carreno Busta,249.9,66.10%,66.40%,43.90%,70.30%,5.9,2.7,Hard
Gianluca Pozzi,249.8,50.90%,74.50%,48.10%,77.00%,4.9,5.6,Hard
Igor Kunitsyn,248.8,61.10%,65.60%,49.80%,71.00%,3.6,2.3,Hard
Jeff Tarango,248.1,60.20%,70.60%,45.40%,73.90%,5.4,7.4,Hard
Grant Stafford,247.9,58.50%,70.60%,45.40%,72.70%,4.8,4.1,Hard
Mark Petchey,247.2,60.20%,69.40%,44.70%,73.00%,5.1,5.2,Hard
Chris Wilkinson,247.2,59.70%,69.00%,45.80%,72.60%,4.8,4.7,Hard
Martin Lee,246.4,57.40%,70.10%,45.20%,71.00%,5.6,2.9,Hard
Alexander Bublik,245.2,57.60%,71.90%,41.70%,70.50%,11.6,8.1,Hard
